month,format,device_type,bid_type,network_id,advertiser_category, spend , impressions ,clicks,measurable_imps,viewable_imps,engagements,video_start,video_complete,conversions, audio_start ,audio_complete
2019-12-01,native,tablet-web,cpm,9,Health & Fitness,0.21,50,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,9,Food & Drink,0.14,21,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,13,Business,124.24,25189,51,3590,2498,3,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,13,Health & Fitness,297.39,40798,69,5934,4346,8,0,0,2,0,0
2019-12-01,native,tablet-web,cpm,13,Food & Drink,69.34,17359,40,1122,806,7,0,0,16,0,0
2019-12-01,native,tablet-web,cpm,14,Business,4.99,852,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,14,Health & Fitness,5.15,840,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,14,Food & Drink,2.53,389,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,15,Business,276.94,59056,125,14043,9576,17,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,15,Health & Fitness,294.64,79332,200,21649,14881,28,0,0,8,0,0
2019-12-01,native,tablet-web,cpm,15,Food & Drink,75.16,17755,40,3919,2706,6,0,0,12,0,0
2019-12-01,native,tablet-web,cpm,20,Business,95.58,29080,17,6924,4472,2,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,20,Health & Fitness,77.43,35543,17,7186,4596,2,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,20,Food & Drink,54.83,17530,9,3726,2488,3,0,0,14,0,0
2019-12-01,native,tablet-web,cpm,21,Business,23.9,5316,3,1015,618,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,21,Health & Fitness,39.58,9554,3,1698,930,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,21,Food & Drink,25.74,7049,3,416,216,0,0,0,4,0,0
2019-12-01,native,tablet-web,cpm,21,Health & Fitness,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,28,Business,35.17,12897,17,0,0,3,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,28,Health & Fitness,36.46,19931,14,0,0,4,0,0,3,0,0
2019-12-01,native,tablet-web,cpm,28,Food & Drink,8.77,3359,4,0,0,2,0,0,2,0,0
2019-12-01,native,tablet-web,cpm,28,Health & Fitness, -   ,0,0,0,0,0,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,33,Business,133.29,25611,61,3080,1732,4,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,33,Health & Fitness,68.92,25088,34,2198,1341,4,0,0,8,0,0
2019-12-01,native,tablet-web,cpm,33,Food & Drink,35.3,8470,15,659,468,1,0,0,2,0,0
2019-12-01,native,tablet-web,cpm,33,Health & Fitness, -   ,0,0,0,0,0,0,0,7,0,0
2019-12-01,native,tablet-web,cpm,54,Business,18.12,9342,5,0,0,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,54,Health & Fitness,44.34,19008,15,0,0,2,0,0,3,0,0
2019-12-01,native,tablet-web,cpm,54,Food & Drink,20.27,6131,3,0,0,1,0,0,5,0,0
2019-12-01,native,tablet-web,cpm,73,Business,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,73,Food & Drink,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,75,Business,13.95,4719,10,1013,478,2,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,75,Health & Fitness,25.47,13751,18,2932,1212,2,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,75,Food & Drink,16.31,5458,6,989,539,0,0,0,3,0,0
2019-12-01,native,tablet-web,cpm,81,Business,2.41,375,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,81,Health & Fitness,2.67,458,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,81,Food & Drink,0.39,66,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,85,Business,146.65,54032,50,9987,5290,10,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,85,Health & Fitness,157.7,83202,95,15555,8307,10,0,0,2,0,0
2019-12-01,native,tablet-web,cpm,85,Food & Drink,84.29,26597,21,4854,2593,5,0,0,14,0,0
2019-12-01,native,tablet-web,cpm,86,Business,35.59,29092,18,2134,808,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,86,Health & Fitness,59.69,41739,68,3934,1552,2,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,86,Food & Drink,32.65,13913,7,1059,549,2,0,0,8,0,0
2019-12-01,native,tablet-web,cpm,87,Business,19.24,8368,6,918,489,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,87,Health & Fitness,20.96,14704,9,2113,1147,0,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,87,Food & Drink,11.35,5790,4,510,281,1,0,0,4,0,0
2019-12-01,native,tablet-web,cpm,91,Business,75.32,10950,45,1518,944,5,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,91,Health & Fitness,109.38,17218,92,2617,1725,14,0,0,9,0,0
2019-12-01,native,tablet-web,cpm,91,Food & Drink,28.95,5631,13,432,234,1,0,0,7,0,0
2019-12-01,native,tablet-web,cpm,91,Health & Fitness,0,1,0,0,0,0,0,0,6,0,0
2019-12-01,native,tablet-web,cpm,94,Business,163.22,65339,72,8571,5041,20,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,94,Health & Fitness,103.76,57119,51,10647,6836,6,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,94,Food & Drink,60.04,16603,20,1095,699,3,0,0,14,0,0
2019-12-01,native,tablet-web,cpm,95,Business,59.94,25936,30,2167,967,5,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,95,Health & Fitness,77.06,30897,101,3307,1502,4,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,95,Food & Drink,42.03,17560,20,991,470,3,0,0,8,0,0
2019-12-01,native,tablet-web,cpm,99,Business,0.19,32,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,99,Health & Fitness,0.06,14,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,99,Food & Drink,0.02,3,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,106,Business,194.7,40216,76,0,0,14,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,106,Health & Fitness,182.91,45938,63,0,0,13,0,0,6,0,0
2019-12-01,native,tablet-web,cpm,106,Food & Drink,65.49,14625,19,0,0,4,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,107,Business,0.78,289,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,107,Health & Fitness,0.17,87,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,107,Food & Drink,0.06,20,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,108,Business,1.11,206,1,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,108,Health & Fitness,0.71,271,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,108,Food & Drink,0.98,165,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,109,Business,19.54,4010,8,0,0,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,109,Health & Fitness,13.07,3093,8,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,109,Food & Drink,3.17,1099,2,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,113,Business,16.69,2849,10,827,614,2,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,113,Health & Fitness,37.34,6791,22,1993,1472,4,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,113,Food & Drink,8.8,1727,5,438,316,0,0,0,4,0,0
2019-12-01,native,tablet-web,cpm,115,Business,82.11,21513,6,0,0,2,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,115,Health & Fitness,222.37,41880,13,0,0,3,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,115,Food & Drink,56.39,12703,5,0,0,2,0,0,26,0,0
2019-12-01,native,tablet-web,cpm,116,Business,25.1,8232,6,1267,709,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,116,Health & Fitness,40.83,11663,5,1968,1092,1,0,0,4,0,0
2019-12-01,native,tablet-web,cpm,116,Food & Drink,41.16,11506,8,1754,874,2,0,0,7,0,0
2019-12-01,native,tablet-web,cpm,116,Health & Fitness,0,0,0,1,0,0,0,0,4,0,0
2019-12-01,native,tablet-web,cpm,119,Business,92.03,20404,50,3816,2358,3,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,119,Health & Fitness,143.92,42269,69,7860,4743,4,0,0,13,0,0
2019-12-01,native,tablet-web,cpm,119,Food & Drink,60.92,14404,16,1790,1174,3,0,0,19,0,0
2019-12-01,native,tablet-web,cpm,119,Health & Fitness,0.01,2,0,3,0,0,0,0,19,0,0
2019-12-01,native,tablet-web,cpm,120,Business,18.23,2737,8,776,614,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,120,Health & Fitness,19.15,3079,8,926,725,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,120,Food & Drink,3.42,554,1,159,110,0,0,0,2,0,0
2019-12-01,native,tablet-web,cpm,120,Health & Fitness, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,125,Business,7.1,2747,3,316,199,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,125,Health & Fitness,8.67,4042,3,611,370,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,125,Food & Drink,6.23,1832,2,105,76,0,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,128,Business,9.44,2187,3,316,172,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,128,Health & Fitness,12.58,4098,4,551,336,0,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,128,Food & Drink,6.63,1491,1,161,92,0,0,0,2,0,0
2019-12-01,native,tablet-web,cpm,132,Business,10.14,2102,3,264,139,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,132,Health & Fitness,19.49,5604,5,914,569,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,132,Food & Drink,7.97,1575,2,179,108,0,0,0,3,0,0
2019-12-01,native,tablet-web,cpm,134,Business,1.33,340,0,95,41,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,134,Health & Fitness,2.01,703,0,186,70,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,134,Food & Drink,0.97,203,0,56,29,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,135,Business,4.87,1321,15,0,0,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,135,Health & Fitness,21.73,4238,132,0,0,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,135,Food & Drink,2.31,798,3,0,0,0,0,0,1,0,0
2019-12-01,native,tablet-web,cpm,137,Business,3.24,799,0,64,31,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,137,Health & Fitness,1.67,885,0,66,22,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,137,Food & Drink,2.53,638,0,33,19,0,0,0,2,0,0
2019-12-01,native,tablet-web,cpm,140,Business,19.1,2857,3,0,0,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,140,Health & Fitness,33.48,7257,7,0,0,2,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,140,Food & Drink,14.62,3384,4,0,0,1,0,0,2,0,0
2019-12-01,native,tablet-web,cpm,141,Business,6.55,2823,2,305,114,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,141,Health & Fitness,12.96,4388,11,736,285,1,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,141,Food & Drink,8.43,2783,2,428,175,0,0,0,2,0,0
2019-12-01,native,tablet-web,cpm,127,Business,0.81,156,1,18,7,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,127,Health & Fitness,2.45,824,1,86,29,0,0,0,0,0,0
2019-12-01,native,tablet-web,cpm,127,Food & Drink,0.91,312,2,38,14,1,0,0,0,0,0
2019-12-01,native,unknown,cpc,13,Business, -   ,1,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,13,Health & Fitness, -   ,1,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,20,Business, -   ,3,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,20,Health & Fitness, -   ,1,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,20,Food & Drink, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,54,Business,0.53,97,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,54,Health & Fitness, -   ,13,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,85,Health & Fitness, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,86,Business,0.14,58,0,10,3,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,86,Health & Fitness, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,86,Food & Drink, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,94,Business, -   ,2,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,106,Business, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,132,Business, -   ,11,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,141,Business, -   ,10,0,3,1,0,0,0,0,0,0
2019-12-01,native,unknown,cpc,141,Health & Fitness,0.12,3,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,13,Business, -   ,3,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,20,Business, -   ,5,0,1,1,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,20,Health & Fitness, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,26,Business, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,54,Business, -   ,415,1,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,54,Health & Fitness, -   ,3,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,54,Food & Drink, -   ,7,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,85,Health & Fitness, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,86,Business, -   ,21,0,3,1,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,86,Health & Fitness, -   ,4,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,86,Food & Drink, -   ,1,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,94,Business, -   ,4,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,94,Health & Fitness, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,106,Business, -   ,1,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,132,Business, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,141,Business, -   ,9,0,1,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpe,141,Health & Fitness, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,13,Business,0.07,14,0,1,1,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,13,Health & Fitness,0.25,28,0,4,3,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,13,Food & Drink,0.01,4,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,20,Business,0.18,29,0,4,3,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,20,Health & Fitness,0.13,30,0,4,3,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,20,Food & Drink,0.03,10,0,1,1,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,26,Business,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,26,Health & Fitness,0.02,9,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,26,Food & Drink,0.01,1,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,54,Business,1.58,407,1,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,54,Health & Fitness,1.07,429,1,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,54,Food & Drink,0.23,44,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,85,Business,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,85,Health & Fitness,0.03,5,0,1,1,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,85,Food & Drink,0,1,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,86,Business,0.27,52,0,6,2,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,86,Health & Fitness,0.12,70,0,9,4,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,86,Food & Drink,0.07,12,0,1,1,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,87,Food & Drink,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,94,Business,0.03,11,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,94,Health & Fitness,0.03,20,0,1,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,94,Food & Drink,0.01,2,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,106,Business,0.01,2,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,106,Health & Fitness,0.03,6,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,106,Food & Drink,0,1,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,132,Business,0.02,5,0,1,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,132,Health & Fitness,0.16,25,0,1,1,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,132,Food & Drink,0.03,9,0,0,0,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,141,Business,0.18,29,0,4,3,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,141,Health & Fitness,0.32,69,0,8,5,0,0,0,0,0,0
2019-12-01,native,unknown,cpm,141,Food & Drink,0.15,31,0,3,2,0,0,0,0,0,0
2019-12-01,CTV,connected-tv,cpm,47,Business,3.42,109,0,0,0,0,103,95,0,0,0
2019-12-01,CTV,connected-tv,cpm,47,Health & Fitness,90.41,3428,0,0,0,0,3406,3246,0,0,0
2019-12-01,CTV,connected-tv,cpm,47,Food & Drink,17.52,726,0,0,0,0,662,447,0,0,0
2019-12-01,CTV,connected-tv,cpm,59,Health & Fitness,22.18,766,0,1,0,0,791,758,0,0,0
2019-12-01,CTV,connected-tv,cpm,59,Food & Drink,129.37,3482,0,25,9,0,3333,3077,0,0,0
2019-12-01,CTV,connected-tv,cpm,76,Business,1.05,33,0,0,0,0,22,21,0,0,0
2019-12-01,CTV,connected-tv,cpm,76,Health & Fitness,24.2,790,0,0,0,0,730,671,0,0,0
2019-12-01,CTV,connected-tv,cpm,76,Food & Drink,0.01,0,0,0,0,0,0,0,0,0,0
2019-12-01,CTV,connected-tv,cpm,80,Business,19.1,579,0,0,0,0,573,549,0,0,0
2019-12-01,CTV,connected-tv,cpm,80,Health & Fitness,97.5,3441,0,0,0,0,3400,3269,0,0,0
2019-12-01,CTV,connected-tv,cpm,80,Food & Drink,68.73,2371,0,0,0,0,2368,2213,0,0,0
2019-12-01,CTV,connected-tv,cpm,105,Health & Fitness,191.31,5548,0,0,0,0,5500,5295,0,0,0
2019-12-01,CTV,connected-tv,cpm,105,Food & Drink,141.3,3715,0,0,0,0,3672,3412,0,0,0
2019-12-01,CTV,connected-tv,cpm,112,Business,19.13,599,0,0,0,0,596,571,0,0,0
2019-12-01,CTV,connected-tv,cpm,112,Health & Fitness,233.13,7830,0,0,0,0,7754,7408,0,0,0
2019-12-01,CTV,connected-tv,cpm,112,Food & Drink,214.97,5165,0,0,0,0,5047,4900,0,0,0
2019-12-01,CTV,connected-tv,cpm,122,Health & Fitness,88.05,2846,0,0,0,0,2826,2786,0,0,0
2019-12-01,video,desktop,cpcv,18,Health & Fitness,1.17,68,0,14,3,0,68,60,0,0,0
2019-12-01,video,desktop,cpcv,41,Business,0.02,3,0,0,0,0,3,0,0,0,0
2019-12-01,video,desktop,cpcv,41,Health & Fitness,0.05,3,0,0,0,0,3,3,0,0,0
2019-12-01,video,desktop,cpcv,47,Business,87.22,2214,1,0,0,0,2085,1759,0,0,0
2019-12-01,video,desktop,cpcv,47,Health & Fitness,71.93,6922,3,0,0,0,5536,3851,0,0,0
2019-12-01,video,desktop,cpcv,52,Business,0.33,17,0,0,0,0,6,4,0,0,0
2019-12-01,video,desktop,cpcv,52,Health & Fitness,23.37,7011,2,0,0,0,2590,1218,0,0,0
2019-12-01,video,desktop,cpcv,59,Business,0.45,8,0,0,0,0,7,6,0,0,0
2019-12-01,video,desktop,cpcv,68,Business,11.95,293,0,58,32,0,273,237,0,0,0
2019-12-01,video,desktop,cpcv,68,Health & Fitness,42.95,3121,4,161,80,0,2772,2246,0,0,0
2019-12-01,video,desktop,cpcv,80,Business,37.12,863,1,15,10,0,819,750,0,0,0
2019-12-01,video,desktop,cpcv,90,Business,0.1,2,2,0,0,0,2,2,0,0,0
2019-12-01,video,desktop,cpcv,90,Health & Fitness,0.23,22,0,0,0,0,10,6,0,0,0
2019-12-01,video,desktop,cpcv,104,Business,0.05,2,0,0,0,0,2,1,0,0,0
2019-12-01,video,desktop,cpcv,104,Health & Fitness,28.05,4091,0,0,0,0,3008,1462,0,0,0
2019-12-01,video,desktop,cpcv,112,Business,0.02,0,0,0,0,0,0,0,0,0,0
2019-12-01,video,desktop,cpcv,112,Health & Fitness,9.58,758,1,15,5,0,638,488,0,0,0
2019-12-01,video,desktop,cpcv,114,Business, -   ,0,0,0,0,0,0,0,0,0,0
2019-12-01,video,desktop,cpcv,114,Health & Fitness,147.69,8600,7,2426,1949,0,8645,4430,0,0,0
2019-12-01,video,desktop,cpcv,121,Business,44.34,1127,0,0,0,0,1062,893,0,0,0
2019-12-01,video,desktop,cpcv,123,Business,0.04,2,0,1,0,0,2,0,0,0,0
2019-12-01,video,desktop,cpcv,123,Health & Fitness,8.84,1875,0,434,387,0,1698,472,0,0,0
2019-12-01,video,desktop,cpm,18,Business,1.67,177,0,19,6,0,175,154,0,0,0
2019-12-01,video,desktop,cpm,18,Health & Fitness,7.49,642,0,92,25,0,637,576,0,0,0
2019-12-01,video,desktop,cpm,18,Food & Drink,14.78,1372,0,199,67,0,1359,1231,0,0,0
2019-12-01,video,desktop,cpm,41,Business,14.36,886,2,0,0,0,861,625,0,0,0
2019-12-01,video,desktop,cpm,41,Health & Fitness,25.91,1442,3,0,0,0,1413,1092,11,0,0
2019-12-01,video,desktop,cpm,41,Food & Drink,11.6,656,2,0,0,0,646,538,20,0,0
2019-12-01,video,desktop,cpm,41,Food & Drink,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,video,desktop,cpm,47,Business,"1,775.31",114837,47,0,0,0,98702,70016,3,0,0
2019-12-01,video,desktop,cpm,47,Health & Fitness,"4,136.20",252999,27,0,0,0,235716,195611,0,0,0
2019-12-01,video,desktop,cpm,47,Food & Drink,"3,350.09",216626,30,0,0,0,189158,133957,25938,0,0
2019-12-01,video,desktop,cpm,47,Food & Drink,5.34,410,0,0,0,0,388,322,0,0,0
2019-12-01,video,desktop,cpm,52,Business,960.09,73868,29,0,0,0,47788,35534,2,0,0
2019-12-01,video,desktop,cpm,52,Health & Fitness,"3,318.75",225495,31,0,0,0,185429,153089,1,0,0
2019-12-01,video,desktop,cpm,52,Food & Drink,"1,261.22",89352,39,0,0,0,58970,45543,2793,0,0
2019-12-01,video,desktop,cpm,52,Food & Drink,1.41,142,0,0,0,0,96,78,0,0,0
2019-12-01,video,desktop,cpm,59,Business,308.25,21122,23,1574,893,0,17321,13161,0,0,0
2019-12-01,video,desktop,cpm,59,Health & Fitness,"1,181.79",71089,37,8005,2546,0,57014,46528,0,0,0
2019-12-01,video,desktop,cpm,59,Food & Drink,"4,126.83",248261,149,19519,13784,0,219756,189861,272,0,0
2019-12-01,video,desktop,cpm,59,Food & Drink,0.07,7,0,0,0,0,7,5,0,0,0
2019-12-01,video,desktop,cpm,62,Business,9.92,624,2,125,82,0,415,205,0,0,0
2019-12-01,video,desktop,cpm,62,Health & Fitness,3.09,210,1,44,31,0,138,52,0,0,0
2019-12-01,video,desktop,cpm,62,Food & Drink,19.11,1250,2,254,183,0,1068,754,15,0,0
2019-12-01,video,desktop,cpm,62,Food & Drink,0.01,0,0,0,0,0,0,0,0,0,0
2019-12-01,video,desktop,cpm,68,Business,695.31,45821,79,3504,1833,0,39451,28171,2,0,0
2019-12-01,video,desktop,cpm,68,Health & Fitness,"2,277.22",138777,64,11969,2858,0,107451,69847,30,0,0
2019-12-01,video,desktop,cpm,68,Food & Drink,"1,879.45",126803,63,10042,3878,0,102376,74117,1,0,0
2019-12-01,video,desktop,cpm,68,Food & Drink,0.78,56,0,5,2,0,45,26,0,0,0
2019-12-01,video,desktop,cpm,76,Business,44.03,3490,3,506,290,0,2304,1313,0,0,0
2019-12-01,video,desktop,cpm,76,Health & Fitness,143.85,6575,0,257,95,0,3566,2752,0,0,0
2019-12-01,video,desktop,cpm,76,Food & Drink,93.58,6885,2,1469,858,0,2895,2402,118,0,0
2019-12-01,video,desktop,cpm,76,Food & Drink,0.05,5,0,1,0,0,1,1,0,0,0
2019-12-01,video,desktop,cpm,80,Business,685.39,59677,57,1442,1094,0,56586,49814,4,0,0
2019-12-01,video,desktop,cpm,80,Health & Fitness,"2,107.08",143676,41,1709,998,0,139314,129827,0,0,0
2019-12-01,video,desktop,cpm,80,Food & Drink,589.24,41760,80,883,456,0,39629,28283,3050,0,0
2019-12-01,video,desktop,cpm,80,Food & Drink,1.03,117,0,2,1,0,113,104,0,0,0
2019-12-01,video,desktop,cpm,90,Business,59.08,3058,5,0,0,2,907,616,0,0,0
2019-12-01,video,desktop,cpm,90,Health & Fitness,2.36,124,3,0,0,0,49,32,0,0,0
2019-12-01,video,desktop,cpm,90,Food & Drink,0.28,16,1,0,0,0,15,14,0,0,0
2019-12-01,video,desktop,cpm,104,Business,"1,071.76",68254,7,0,0,0,40254,15231,6,0,0
2019-12-01,video,desktop,cpm,104,Health & Fitness,723.82,53978,5,1,0,0,33282,14837,101,0,0
2019-12-01,video,desktop,cpm,104,Food & Drink,661.59,40839,3,1,1,0,31068,21568,6,0,0
2019-12-01,video,desktop,cpm,104,Food & Drink,1.7,120,0,0,0,0,80,42,0,0,0
2019-12-01,video,desktop,cpm,104,Health & Fitness,0.05,6,0,0,0,0,3,1,45,0,0
2019-12-01,video,desktop,cpm,105,Business,52.47,3522,9,410,52,0,3015,2190,0,0,0
2019-12-01,video,desktop,cpm,105,Health & Fitness,159.94,9588,12,1466,173,0,8639,6330,1,0,0
2019-12-01,video,desktop,cpm,105,Food & Drink,205.62,13001,14,594,108,0,10745,7712,322,0,0
2019-12-01,video,desktop,cpm,105,Food & Drink,0.14,10,0,1,0,0,9,7,0,0,0
2019-12-01,video,desktop,cpm,112,Business,420.11,31025,26,1534,260,0,23495,16920,0,0,0
2019-12-01,video,desktop,cpm,112,Health & Fitness,"2,396.34",144610,41,8743,1350,0,112454,80674,8,0,0
2019-12-01,video,desktop,cpm,112,Food & Drink,"1,082.25",73951,10,4321,1205,0,62046,47230,3685,0,0
2019-12-01,video,desktop,cpm,112,Food & Drink,1.01,90,0,8,2,0,70,50,0,0,0
