month,format,device_type,bid_type,network_id,advertiser_category, spend , impressions ,clicks,measurable_imps,viewable_imps,engagements,video_start,video_complete,conversions, audio_start ,audio_complete
2019-09-01,display,desktop,cpc,20,Business,9.1,"16,496",7,4002,1677,3,0,0,0,0,0
2019-09-01,display,desktop,cpc,20,Health & Fitness,11.61,"10,366",7,2674,1023,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,73,Business, -   ,7,0,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,73,Food & Drink, -   , -   ,0,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,75,Business,4.24,"3,956",3,999,345,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,75,Health & Fitness,3.01,295,2,66,20,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,75,Food & Drink,0.25,48,0,14,11,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,85,Business,60.13,"61,352",42,10036,4201,14,0,0,0,0,0
2019-09-01,display,desktop,cpc,85,Health & Fitness,14.69,"8,593",7,1861,735,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,85,Food & Drink,1.63,"1,318",2,119,21,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,86,Business,2.55,"7,370",2,674,195,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,86,Health & Fitness,0.42,807,0,86,24,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,86,Food & Drink,1.59,834,1,110,68,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,87,Business,64.85,"52,622",49,7217,2637,13,0,0,1,0,0
2019-09-01,display,desktop,cpc,87,Health & Fitness,22.09,"11,887",12,2038,831,1,0,0,0,0,0
2019-09-01,display,desktop,cpc,87,Food & Drink,2.62,"1,335",3,103,31,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,94,Business,7.98,"20,160",5,2262,794,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,94,Health & Fitness,3.26,"7,093",2,246,89,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,94,Food & Drink,1.84,"2,997",1,414,230,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,95,Business,74.08,"60,607",56,9085,2604,6,0,0,0,0,0
2019-09-01,display,desktop,cpc,95,Health & Fitness,32.39,"12,931",18,2164,605,1,0,0,0,0,0
2019-09-01,display,desktop,cpc,95,Food & Drink,5.88,"3,123",5,260,82,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,106,Business,14.44,"28,391",11,0,0,3,0,0,0,0,0
2019-09-01,display,desktop,cpc,106,Health & Fitness,0.86,"4,294",1,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,109,Business,12.01,"21,427",6,0,0,2,0,0,0,0,0
2019-09-01,display,desktop,cpc,109,Health & Fitness,1.48,"2,232",1,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,116,Business,0.99,"2,082",1,353,121,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,116,Health & Fitness,0.59,512,0,116,28,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,116,Food & Drink, -   ,22,0,2,1,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,119,Business,50.4,"39,912",40,4083,1351,9,0,0,0,0,0
2019-09-01,display,desktop,cpc,119,Health & Fitness,27.81,"19,679",15,3805,1200,1,0,0,0,0,0
2019-09-01,display,desktop,cpc,119,Food & Drink,3.96,"2,311",3,442,176,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,120,Business,5.33,927,3,219,184,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,120,Health & Fitness,1.18,268,1,74,61,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,120,Food & Drink,0.17,13,0,3,3,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,125,Business,0.84,507,1,140,100,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,125,Health & Fitness,0.96,91,1,24,18,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,125,Food & Drink, -   ,3,0,1,1,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,128,Business,16.09,"25,643",13,2944,1314,6,0,0,0,0,0
2019-09-01,display,desktop,cpc,128,Health & Fitness,9,"6,421",5,777,385,1,0,0,0,0,0
2019-09-01,display,desktop,cpc,128,Food & Drink,2.24,652,2,88,44,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,132,Business,35.68,"41,745",25,11160,2873,8,0,0,0,0,0
2019-09-01,display,desktop,cpc,132,Health & Fitness,46.55,"9,210",26,2411,875,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,132,Food & Drink,3.82,"1,890",3,502,158,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,134,Business,16.33,"18,047",9,4881,1551,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,134,Health & Fitness,26.45,"4,850",13,1410,714,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,134,Food & Drink, -   ,691,0,176,73,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,135,Business, -   ,9,0,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,135,Health & Fitness, -   ,14,0,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,135,Food & Drink, -   ,2,0,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,137,Business, -   ,182,0,25,7,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,137,Health & Fitness, -   ,59,0,4,2,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,137,Food & Drink, -   ,568,0,38,8,0,0,0,0,0,0
2019-09-01,display,desktop,cpc,141,Business, -   , -   ,0,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,20,Business,"1,125.60","336,841",217,82343,48833,56,0,0,3,0,0
2019-09-01,display,desktop,cpm,20,Health & Fitness,695.54,"213,112",206,54687,36054,20,0,0,5,0,0
2019-09-01,display,desktop,cpm,20,Food & Drink,127.96,"51,138",40,12270,6746,8,0,0,5,0,0
2019-09-01,display,desktop,cpm,73,Business,2.23,482,0,52,39,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,73,Health & Fitness,0.51,104,0,14,12,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,73,Food & Drink,0.02,4,0,1,1,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,75,Business,186.76,"95,806",113,14918,5771,3,0,0,1,0,0
2019-09-01,display,desktop,cpm,75,Health & Fitness,36.51,"10,991",33,2507,762,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,75,Food & Drink,15.2,"5,547",13,706,221,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,85,Business,"2,056.96","602,030",520,79703,44384,103,0,0,10,0,0
2019-09-01,display,desktop,cpm,85,Health & Fitness,437.61,"117,201",142,20912,9524,44,0,0,11,0,0
2019-09-01,display,desktop,cpm,85,Food & Drink,160.93,"70,930",48,12746,6620,25,0,0,11,0,0
2019-09-01,display,desktop,cpm,86,Business,130.74,"82,484",21,10766,4232,2,0,0,3,0,0
2019-09-01,display,desktop,cpm,86,Health & Fitness,49.63,"15,786",6,1841,795,0,0,0,2,0,0
2019-09-01,display,desktop,cpm,86,Food & Drink,9.11,"7,707",4,828,650,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,87,Business,"1,796.47","678,032",544,84782,46267,153,0,0,29,0,0
2019-09-01,display,desktop,cpm,87,Health & Fitness,846.4,"245,761",225,31478,15641,75,0,0,20,0,0
2019-09-01,display,desktop,cpm,87,Food & Drink,169.36,"57,312",63,7504,4588,29,0,0,9,0,0
2019-09-01,display,desktop,cpm,94,Business,564.16,"252,407",103,32296,16013,13,0,0,4,0,0
2019-09-01,display,desktop,cpm,94,Health & Fitness,420.36,"140,213",78,20015,12025,3,0,0,2,0,0
2019-09-01,display,desktop,cpm,94,Food & Drink,58.75,"34,011",25,3734,2225,2,0,0,2,0,0
2019-09-01,display,desktop,cpm,95,Business,"1,418.91","498,294",711,65816,26447,87,0,0,15,0,0
2019-09-01,display,desktop,cpm,95,Health & Fitness,794.52,"191,984",261,25478,9512,32,0,0,5,0,0
2019-09-01,display,desktop,cpm,95,Food & Drink,426.17,"98,952",198,13739,6135,18,0,0,6,0,0
2019-09-01,display,desktop,cpm,106,Business,"2,402.03","412,609",274,0,0,23,0,0,11,0,0
2019-09-01,display,desktop,cpm,106,Health & Fitness,285.43,"93,906",54,0,0,3,0,0,0,0,0
2019-09-01,display,desktop,cpm,106,Food & Drink,76.84,"36,255",26,0,0,4,0,0,2,0,0
2019-09-01,display,desktop,cpm,109,Business,"1,195.69","409,044",570,0,0,40,0,0,2,0,0
2019-09-01,display,desktop,cpm,109,Health & Fitness,463.45,"105,005",106,0,0,14,0,0,1,0,0
2019-09-01,display,desktop,cpm,109,Food & Drink,60.01,"18,221",36,0,0,1,0,0,0,0,0
2019-09-01,display,desktop,cpm,116,Business,106,"28,041",11,5021,2459,3,0,0,3,0,0
2019-09-01,display,desktop,cpm,116,Health & Fitness,46.02,"11,347",10,1373,728,2,0,0,0,0,0
2019-09-01,display,desktop,cpm,116,Food & Drink,17.12,"2,761",2,359,234,1,0,0,0,0,0
2019-09-01,display,desktop,cpm,119,Business,"2,271.53","693,507",498,75461,39217,89,0,0,6,0,0
2019-09-01,display,desktop,cpm,119,Health & Fitness,648.17,"185,297",148,31526,13511,34,0,0,9,0,0
2019-09-01,display,desktop,cpm,119,Food & Drink,236.44,"64,240",111,12199,8252,18,0,0,5,0,0
2019-09-01,display,desktop,cpm,120,Business,120.14,"26,332",75,7013,5818,3,0,0,0,0,0
2019-09-01,display,desktop,cpm,120,Health & Fitness,70.59,"13,393",30,3609,2964,2,0,0,0,0,0
2019-09-01,display,desktop,cpm,120,Food & Drink,30.13,"5,379",14,1374,1160,5,0,0,2,0,0
2019-09-01,display,desktop,cpm,125,Business,47.86,"15,930",8,4348,3159,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,125,Health & Fitness,25.58,"7,778",4,2172,1778,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,125,Food & Drink,6.63,"1,263",1,333,264,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,128,Business,678.12,"287,458",173,38774,21438,51,0,0,6,0,0
2019-09-01,display,desktop,cpm,128,Health & Fitness,305.41,"93,115",79,12356,5830,25,0,0,8,0,0
2019-09-01,display,desktop,cpm,128,Food & Drink,118,"37,587",31,4978,2932,14,0,0,1,0,0
2019-09-01,display,desktop,cpm,132,Business,"1,374.60","450,908",426,114356,52683,64,0,0,5,0,0
2019-09-01,display,desktop,cpm,132,Health & Fitness,996.18,"213,863",233,57057,20610,26,0,0,11,0,0
2019-09-01,display,desktop,cpm,132,Food & Drink,159.21,"39,168",82,10126,5439,16,0,0,2,0,0
2019-09-01,display,desktop,cpm,134,Business,503.88,"160,890",525,43658,22253,3,0,0,1,0,0
2019-09-01,display,desktop,cpm,134,Health & Fitness,132.73,"33,964",192,9443,4167,0,0,0,1,0,0
2019-09-01,display,desktop,cpm,134,Food & Drink,26.41,"5,923",24,1587,1115,1,0,0,0,0,0
2019-09-01,display,desktop,cpm,135,Business,1.17,274,0,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,135,Health & Fitness,0.09,19,0,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,135,Food & Drink,0.04,9,0,0,0,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,137,Business,23.04,"17,631",1,1967,615,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,137,Health & Fitness,13.23,"4,338",2,155,79,0,0,0,0,0,0
2019-09-01,display,desktop,cpm,137,Food & Drink,2.64,866,0,54,29,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,20,Business,20.68,"6,719",18,309,226,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,20,Health & Fitness,6.11,"3,302",4,300,252,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,75,Business,19.87,"1,507",19,20,13,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,75,Health & Fitness,8.47,261,5,11,9,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,85,Business, -   ,25,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,85,Health & Fitness, -   ,11,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,86,Business,29.33,"10,770",22,418,321,5,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,86,Health & Fitness,4.41,874,2,176,147,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,86,Food & Drink,0.46,125,0,21,17,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,87,Business,41.31,"10,525",27,53,41,4,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,87,Health & Fitness,8.36,"2,207",4,29,25,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,87,Food & Drink, -   ,2,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,95,Business,11.29,"1,793",9,24,15,1,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,95,Health & Fitness,6.18,"1,147",3,11,7,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,95,Food & Drink,0.27,36,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,106,Business,24.71,"2,861",15,0,0,6,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,106,Health & Fitness,6.75,"1,373",5,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,109,Business, -   ,1,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,109,Health & Fitness, -   ,1,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,116,Business,0.84,527,1,96,62,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,116,Health & Fitness,0.3,982,0,252,174,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,116,Food & Drink, -   ,4,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,117,Business,"1,426.67","401,396",1134,42640,41678,99,0,0,2,0,0
2019-09-01,display,mobile-app,cpc,117,Health & Fitness,357.5,"58,696",200,8980,8597,1,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,117,Food & Drink,0.89,172,1,12,11,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,124,Business,8.37,930,5,117,116,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,124,Health & Fitness,3.38,337,2,47,46,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,124,Food & Drink, -   ,1,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,128,Business,21.78,"8,360",19,750,729,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,128,Health & Fitness,5.17,"1,143",3,256,254,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,128,Food & Drink, -   ,5,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,137,Business, -   ,16,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,137,Health & Fitness,0.56,4,0,1,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,141,Business,75.59,"8,607",60,1505,1350,7,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,141,Health & Fitness,56.13,"8,345",33,1309,1206,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpc,141,Food & Drink,0.29,39,0,4,3,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,20,Business,125.97,"33,915",67,2189,1309,9,0,0,2,0,0
2019-09-01,display,mobile-app,cpm,20,Health & Fitness,225.77,"42,542",99,3986,2848,5,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,20,Food & Drink,27.08,"6,603",4,502,330,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,75,Business,39.85,"9,442",43,949,845,2,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,75,Health & Fitness,125.84,"20,004",112,1487,1139,2,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,75,Food & Drink,8.54,"1,460",7,18,12,1,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,85,Business,1.27,208,1,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,85,Health & Fitness,4.28,585,2,1,1,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,85,Food & Drink,0.01,1,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,86,Business,335.27,"101,774",191,11427,9359,33,0,0,7,0,0
2019-09-01,display,mobile-app,cpm,86,Health & Fitness,565.17,"104,798",212,19894,16694,9,0,0,3,0,0
2019-09-01,display,mobile-app,cpm,86,Food & Drink,10.17,"2,217",13,102,72,7,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,87,Business,440.77,"98,089",228,474,377,26,0,0,4,0,0
2019-09-01,display,mobile-app,cpm,87,Health & Fitness,483.39,"97,951",179,1481,1201,23,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,87,Food & Drink,17.56,"4,255",10,37,30,2,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,95,Business,85.48,"15,768",74,201,95,10,0,0,1,0,0
2019-09-01,display,mobile-app,cpm,95,Health & Fitness,121.01,"22,547",89,196,89,5,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,95,Food & Drink,54.86,"10,013",33,457,396,6,0,0,1,0,0
2019-09-01,display,mobile-app,cpm,106,Business,119.58,"23,215",97,0,0,28,0,0,7,0,0
2019-09-01,display,mobile-app,cpm,106,Health & Fitness,178,"33,978",107,0,0,21,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,106,Food & Drink,15.35,"3,300",8,0,0,3,0,0,1,0,0
2019-09-01,display,mobile-app,cpm,109,Business,0.11,30,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,109,Health & Fitness,0.2,50,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,109,Food & Drink,0.01,2,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,116,Business,41.71,"8,836",11,1978,1277,1,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,116,Health & Fitness,10.09,"2,268",5,99,56,1,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,116,Food & Drink,2.55,486,1,92,55,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,117,Business,"6,795.03","2,097,108",7011,246626,237705,441,0,0,69,0,0
2019-09-01,display,mobile-app,cpm,117,Health & Fitness,"5,462.87","1,266,409",4066,222079,214334,290,0,0,3,0,0
2019-09-01,display,mobile-app,cpm,117,Food & Drink,506.11,"128,120",432,23153,21967,42,0,0,2,0,0
2019-09-01,display,mobile-app,cpm,124,Business,71.54,"16,857",83,1298,1267,5,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,124,Health & Fitness,37.92,"6,691",27,941,929,1,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,124,Food & Drink,1,226,1,16,15,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,128,Business,204.93,"52,395",131,5919,5713,10,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,128,Health & Fitness,139.92,"34,659",78,5424,5280,7,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,128,Food & Drink,3.21,912,1,84,77,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,137,Business,14.75,"3,715",10,243,208,3,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,137,Health & Fitness,19.72,"3,718",9,149,118,2,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,137,Food & Drink,0.11,24,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,141,Business,475.92,"108,761",362,21477,19864,36,0,0,10,0,0
2019-09-01,display,mobile-app,cpm,141,Health & Fitness,623.14,"98,296",389,18799,16685,21,0,0,0,0,0
2019-09-01,display,mobile-app,cpm,141,Food & Drink,77.89,"12,220",164,1313,1159,39,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,20,Business,20.53,"23,041",13,4934,3120,4,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,20,Health & Fitness,6.41,"7,605",4,1909,1240,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,73,Business,6.09,"1,782",5,206,141,2,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,73,Health & Fitness,0.68,17,0,5,4,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,73,Food & Drink,1.15,570,1,151,107,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,75,Business,3.93,"3,855",3,1135,810,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,75,Health & Fitness,4.59,146,3,28,16,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,75,Food & Drink, -   ,1,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,85,Business,45.52,"38,448",32,5821,3112,8,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,85,Health & Fitness,9.5,"3,532",5,686,368,1,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,85,Food & Drink, -   ,354,0,39,24,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,86,Business,0.93,"6,431",1,270,89,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,86,Health & Fitness,0.44,585,0,54,26,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,86,Food & Drink,4.54,"3,291",3,414,289,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,87,Business,49.79,"25,041",36,2320,1217,6,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,87,Health & Fitness,13.01,"5,335",8,699,379,1,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,87,Food & Drink,1.16,428,1,14,7,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,94,Business,28.15,"27,735",17,2427,1503,2,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,94,Health & Fitness,6.31,"8,026",4,151,74,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,94,Food & Drink,10.05,"10,345",6,1268,836,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,95,Business,120.67,"40,570",95,4349,1633,9,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,95,Health & Fitness,16.02,"4,847",10,679,227,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,95,Food & Drink,9.48,"3,015",7,229,113,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,106,Business,32.32,"19,059",20,0,0,4,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,106,Health & Fitness,4.03,"3,737",3,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,109,Business,0.15,68,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,109,Health & Fitness, -   ,8,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,116,Business,13.68,"13,736",10,2269,1224,2,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,116,Health & Fitness,1.28,"2,557",1,515,338,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,116,Food & Drink,0.63,69,1,7,4,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,119,Business,857.35,"49,671",737,4991,3326,44,0,0,1,0,0
2019-09-01,display,mobile-web,cpc,119,Health & Fitness,142.03,"7,277",82,1778,1201,1,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,119,Food & Drink,24.98,"2,623",24,565,396,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,120,Business,4.21,"1,044",3,311,137,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,120,Health & Fitness,0.54,165,0,53,25,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,120,Food & Drink,0.28,9,0,2,1,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,125,Business,0.52,"1,107",0,291,185,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,125,Health & Fitness, -   ,116,0,37,21,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,125,Food & Drink, -   ,3,0,1,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,128,Business,22.81,"17,932",19,760,404,5,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,128,Health & Fitness,3.01,"2,665",2,210,114,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,128,Food & Drink,0.84,210,1,21,12,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,132,Business,22.83,"12,014",18,2208,1006,3,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,132,Health & Fitness,6.68,"2,475",4,422,222,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,132,Food & Drink,1.78,551,1,105,60,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,134,Business,3.74,"2,361",3,648,322,1,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,134,Health & Fitness,0.94,926,1,277,156,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,134,Food & Drink, -   ,42,0,12,5,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,135,Business,20.22,435,17,0,0,1,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,135,Health & Fitness,12.08,267,8,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,135,Food & Drink,13.26,182,8,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,137,Business, -   ,289,0,7,3,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,137,Health & Fitness, -   ,33,0,1,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,137,Food & Drink, -   ,33,0,1,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,141,Business,0.26,16,0,3,2,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,141,Health & Fitness, -   ,2,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpc,141,Food & Drink, -   , -   ,0,0,0,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpm,20,Business,466.48,"131,160",138,30939,22059,23,0,0,1,0,0
2019-09-01,display,mobile-web,cpm,20,Health & Fitness,611.24,"119,120",123,28545,19068,13,0,0,2,0,0
2019-09-01,display,mobile-web,cpm,20,Food & Drink,111.18,"26,792",25,6891,5033,6,0,0,2,0,0
2019-09-01,display,mobile-web,cpm,73,Business,80.4,"13,831",45,1956,1390,14,0,0,0,0,0
2019-09-01,display,mobile-web,cpm,73,Health & Fitness,36.21,"5,514",18,647,389,2,0,0,0,0,0
2019-09-01,display,mobile-web,cpm,73,Food & Drink,2.04,293,1,54,39,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpm,75,Business,115.78,"34,444",83,6522,4022,2,0,0,0,0,0
2019-09-01,display,mobile-web,cpm,75,Health & Fitness,41.31,"7,818",13,1695,1192,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpm,75,Food & Drink,21.93,"5,727",7,504,357,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpm,85,Business,721.93,"212,221",243,25820,16553,61,0,0,8,0,0
2019-09-01,display,mobile-web,cpm,85,Health & Fitness,467.65,"108,362",112,12059,7069,22,0,0,5,0,0
2019-09-01,display,mobile-web,cpm,85,Food & Drink,139.21,"33,391",35,4767,3678,10,0,0,2,0,0
2019-09-01,display,mobile-web,cpm,86,Business,144.85,"53,968",22,4812,2352,3,0,0,0,0,0
2019-09-01,display,mobile-web,cpm,86,Health & Fitness,52.68,"11,800",5,1172,484,0,0,0,1,0,0
2019-09-01,display,mobile-web,cpm,86,Food & Drink,6.86,"4,935",1,404,286,0,0,0,0,0,0
2019-09-01,display,mobile-web,cpm,87,Business,753.7,"228,585",344,19846,11407,68,0,0,10,0,0
2019-09-01,display,mobile-web,cpm,87,Health & Fitness,670.77,"150,859",213,12676,7063,45,0,0,7,0,0
